發票年月,縣市,縣市代號,行業別,載具類別,電子發票張數,電子發票金額
2014/3/1,花蓮縣,U,飲料製造業,無載具,4084,5174652
2014/3/1,花蓮縣,U,電信業,無載具,3462,4852025
2014/3/1,花蓮縣,U,零售業,無載具,3347569,697661781
2014/3/1,花蓮縣,U,陸上運輸業,無載具,7125,1775780
2014/3/1,花蓮縣,U,運動、娛樂及休閒服務業,無載具,4901,9360094
2014/3/1,花蓮縣,U,租賃業,無載具,780,2315401
2014/3/1,花蓮縣,U,石油及煤製品製造業,無載具,28425,13421398
2014/3/1,花蓮縣,U,批發業,無載具,16520,16310681
2014/3/1,新竹市,O,餐飲業,無載具,65140,8251285
2014/3/1,新竹市,O,電信業,無載具,7409,9059129
2014/3/1,新竹市,O,零售業,無載具,8294420,2197851142
2014/3/1,新竹市,O,陸上運輸業,無載具,5708,1102885
2014/3/1,新竹市,O,郵政及快遞業,無載具,2901,833866
2014/3/1,新竹市,O,運動、娛樂及休閒服務業,無載具,5301,11724281
2014/3/1,新竹市,O,租賃業,無載具,183,855307
2014/3/1,新竹市,O,石油及煤製品製造業,無載具,250626,114194204
2014/3/1,新竹市,O,批發業,無載具,99197,42454965
2014/3/1,新竹市,O,影片服務、聲音錄製及音樂出版業,無載具,1242,51260
2014/3/1,新竹市,O,專門設計服務業,無載具,37157,51964634
2014/3/1,新竹市,O,傳播及節目播送業,無載具,13,16177
2014/3/1,新竹市,O,不動產經營及相關服務業,無載具,1,3600
2014/3/1,新竹縣,J,餐飲業,無載具,59774,11302722
2014/3/1,新竹縣,J,食品製造業,無載具,358,1581387
2014/3/1,新竹縣,J,電信業,無載具,2918,6597398
2014/3/1,新竹縣,J,零售業,無載具,6921995,1345482162
2014/3/1,新竹縣,J,陸上運輸業,無載具,3550,874723
2014/3/1,新竹縣,J,運輸輔助業,無載具,862,273639
2014/3/1,新竹縣,J,租賃業,無載具,184,497929
2014/3/1,新竹縣,J,石油及煤製品製造業,無載具,48438,22478898
2014/3/1,新竹縣,J,批發業,無載具,74193,52645707
2014/3/1,新竹縣,J,傳播及節目播送業,無載具,2756,12025240
2014/3/1,新竹縣,J,人力仲介及供應業,無載具,38336,3583811
2014/3/1,桃園市,H,餐飲業,無載具,404491,284480406
2014/3/1,桃園市,H,食品製造業,無載具,92686,63599192
2014/3/1,桃園市,H,非金屬礦物製品製造業,無載具,1528,2293975
2014/3/1,桃園市,H,電腦系統設計服務業,無載具,4966,5551139
2014/3/1,桃園市,H,電腦、電子產品及光學製品製造業,無載具,1533,1876445
2014/3/1,桃園市,H,電子零組件製造業,無載具,112,69558
2014/3/1,桃園市,H,電信業,無載具,10996,22702620
2014/3/1,桃園市,H,零售業,無載具,29781602,5694447740
2014/3/1,桃園市,H,陸上運輸業,無載具,6143,1541531
2014/3/1,桃園市,H,郵政及快遞業,無載具,2544,784804
2014/3/1,桃園市,H,運輸輔助業,無載具,7336,20354362
2014/3/1,桃園市,H,運動、娛樂及休閒服務業,無載具,23177,54519445
2014/3/1,桃園市,H,資料處理及資訊供應服務業,無載具,295,525206
2014/3/1,桃園市,H,航空運輸業,無載具,2586,897469717
2014/3/1,桃園市,H,租賃業,無載具,1293,4137214
2014/3/1,桃園市,H,業務及辦公室支援服務業,無載具,849,1849519
2014/3/1,桃園市,H,批發業,無載具,598067,442723129
2014/3/1,桃園市,H,建築、工程服務及技術檢測、分析服務業,無載具,1016,13943866
2014/3/1,桃園市,H,專門設計服務業,無載具,42306,62534996
2014/3/1,桃園市,H,專門營造業,無載具,43241,55461621
2014/3/1,桃園市,H,印刷及資料儲存媒體複製業,無載具,8,4432
2014/3/1,桃園市,H,其他專業、科學及技術服務業,無載具,18511,1765213
2014/3/1,桃園市,H,傳播及節目播送業,無載具,7346,23924232
2014/3/1,桃園市,H,個人及家庭用品維修業,無載具,16549,68409680
2014/3/1,桃園市,H,倉儲業,無載具,1091,401604
2014/3/1,桃園市,H,人力仲介及供應業,無載具,64601,6053487
2014/3/1,宜蘭縣,G,餐飲業,無載具,15631,2047050
2014/3/1,宜蘭縣,G,飲料製造業,無載具,8250,6740989
2014/3/1,宜蘭縣,G,食品製造業,無載具,16792,1774271
2014/3/1,宜蘭縣,G,電信業,無載具,1281,724429
2014/3/1,宜蘭縣,G,零售業,無載具,4384915,909708956
2014/3/1,宜蘭縣,G,陸上運輸業,無載具,1080,231508
2014/3/1,宜蘭縣,G,郵政及快遞業,無載具,2746,702651
2014/3/1,宜蘭縣,G,運輸輔助業,無載具,32,72166
2014/3/1,宜蘭縣,G,運動、娛樂及休閒服務業,無載具,2253,3551444
2014/3/1,宜蘭縣,G,紡織業,無載具,2,500
2014/3/1,宜蘭縣,G,批發業,無載具,20963,14848690
2014/3/1,宜蘭縣,G,化學材料製造業,無載具,62,15317
2014/3/1,宜蘭縣,G,傳播及節目播送業,無載具,44,54469
2014/3/1,宜蘭縣,G,個人及家庭用品維修業,無載具,1815,2495371
2014/3/1,宜蘭縣,G,人力仲介及供應業,無載具,19123,1703128
2014/3/1,新北市,F,餐飲業,無載具,466011,96881545
2014/3/1,新北市,F,飲料製造業,無載具,240,244628
2014/3/1,新北市,F,食品製造業,無載具,3071,6502879
2014/3/1,新北市,F,非金屬礦物製品製造業,無載具,2233,2970830
2014/3/1,新北市,F,電腦系統設計服務業,無載具,444,330689
2014/3/1,新北市,F,電腦、電子產品及光學製品製造業,無載具,2529,4961270
2014/3/1,新北市,F,電子零組件製造業,無載具,2,176
2014/3/1,新北市,F,電力設備製造業,無載具,4853,12983038
2014/3/1,新北市,F,電信業,無載具,26825,43995614
2014/3/1,新北市,F,零售業,無載具,53273284,8866605820
2014/3/1,新北市,F,陸上運輸業,無載具,33412,17891610
2014/3/1,新北市,F,郵政及快遞業,無載具,3293,1331856
2014/3/1,新北市,F,運輸輔助業,無載具,1484,2344133
2014/3/1,新北市,F,運動、娛樂及休閒服務業,無載具,44627,103891019
2014/3/1,新北市,F,資料處理及資訊供應服務業,無載具,220735,90788405
2014/3/1,新北市,F,紡織業,無載具,123,200261
2014/3/1,新北市,F,租賃業,無載具,2053,5799260
2014/3/1,新北市,F,石油及煤製品製造業,無載具,432660,196362553
2014/3/1,新北市,F,石油及天然氣礦業,無載具,317967,137905474
2014/3/1,新北市,F,機械設備製造業,無載具,1900,3376406
2014/3/1,新北市,F,業務及辦公室支援服務業,無載具,10581,2346620
2014/3/1,新北市,F,批發業,無載具,2113806,972130697
2014/3/1,新北市,F,成衣及服飾品製造業,無載具,876,1759744
2014/3/1,新北市,F,影片服務、聲音錄製及音樂出版業,無載具,1293,52620
2014/3/1,新北市,F,建築、工程服務及技術檢測、分析服務業,無載具,15247,17818496
2014/3/1,新北市,F,專門設計服務業,無載具,6556,10198611
2014/3/1,新北市,F,塑膠製品製造業,無載具,18,7135
2014/3/1,新北市,F,土木工程業,無載具,1269,4085761
2014/3/1,新北市,F,印刷及資料儲存媒體複製業,無載具,211,596075
2014/3/1,新北市,F,出版業,無載具,31501,48312306
2014/3/1,新北市,F,傳播及節目播送業,無載具,67518,97403284
2014/3/1,新北市,F,個人及家庭用品維修業,無載具,2213,25037994
2014/3/1,新北市,F,人力仲介及供應業,無載具,337176,25918982
2014/3/1,基隆市,C,餐飲業,無載具,14758,1922276
2014/3/1,基隆市,C,電信業,無載具,5196,7667985
2014/3/1,基隆市,C,零售業,無載具,4809403,738064363
2014/3/1,基隆市,C,陸上運輸業,無載具,2344,694803
2014/3/1,基隆市,C,運動、娛樂及休閒服務業,無載具,2874,6071100
2014/3/1,基隆市,C,石油及煤製品製造業,無載具,21429,8128949
2014/3/1,基隆市,C,批發業,無載具,52302,33655817
2014/3/1,基隆市,C,傳播及節目播送業,無載具,1416,1853945
2014/3/1,基隆市,C,個人及家庭用品維修業,無載具,359,2305587
2014/3/1,雲林縣,P,餐飲業,無載具,6631,1009192
2014/3/1,雲林縣,P,電信業,無載具,3048,4267436
2014/3/1,雲林縣,P,零售業,無載具,5295630,1145559580
2014/3/1,雲林縣,P,陸上運輸業,無載具,3267,938863
2014/3/1,雲林縣,P,運輸輔助業,無載具,1767,620080
2014/3/1,雲林縣,P,運動、娛樂及休閒服務業,無載具,2418,4043788
2014/3/1,雲林縣,P,菸草製造業,無載具,22,40632
2014/3/1,雲林縣,P,石油及煤製品製造業,無載具,13,2359
2014/3/1,雲林縣,P,石油及天然氣礦業,無載具,41449,44291052
2014/3/1,雲林縣,P,批發業,無載具,172636,91751839
2014/3/1,雲林縣,P,化學材料製造業,無載具,8,984
2014/3/1,雲林縣,P,傳播及節目播送業,無載具,1,1080
2014/3/1,彰化縣,N,餐飲業,無載具,30713,9992073
2014/3/1,彰化縣,N,電信業,無載具,6364,9241311
2014/3/1,彰化縣,N,零售業,無載具,9545966,1940899806
2014/3/1,彰化縣,N,陸上運輸業,無載具,8869,2122427
2014/3/1,彰化縣,N,郵政及快遞業,無載具,1030,669089
2014/3/1,彰化縣,N,運輸輔助業,無載具,1269,533615
2014/3/1,彰化縣,N,運動、娛樂及休閒服務業,無載具,4960,8118410
2014/3/1,彰化縣,N,批發業,無載具,161577,129146992
2014/3/1,彰化縣,N,化學材料製造業,無載具,50,25470
2014/3/1,彰化縣,N,傳播及節目播送業,無載具,9,11858
2014/3/1,彰化縣,N,企業總管理機構及管理顧問業,無載具,52,2714509
2014/3/1,彰化縣,N,人力仲介及供應業,無載具,61276,5618473
2014/3/1,南投縣,M,餐飲業,無載具,8816,1561673
2014/3/1,南投縣,M,飲料製造業,無載具,69082,17505458
2014/3/1,南投縣,M,電信業,無載具,4787,7569243
2014/3/1,南投縣,M,零售業,無載具,4513554,1012825619
2014/3/1,南投縣,M,陸上運輸業,無載具,4168,1795691
2014/3/1,南投縣,M,運動、娛樂及休閒服務業,無載具,1432,1892923
2014/3/1,南投縣,M,批發業,無載具,10636,27694552
2014/3/1,南投縣,M,影片服務、聲音錄製及音樂出版業,無載具,2,4461
2014/3/1,南投縣,M,專門設計服務業,無載具,4789,4720806
2014/3/1,南投縣,M,不動產經營及相關服務業,無載具,19767,2000608
2014/3/1,苗栗縣,K,餐飲業,無載具,5481,987472
2014/3/1,苗栗縣,K,飲料製造業,無載具,4760,2105831
2014/3/1,苗栗縣,K,電信業,無載具,3857,4428977
2014/3/1,苗栗縣,K,零售業,無載具,5947537,1332764052
2014/3/1,苗栗縣,K,陸上運輸業,無載具,3024,822585
2014/3/1,苗栗縣,K,運動、娛樂及休閒服務業,無載具,1920,3601502
2014/3/1,苗栗縣,K,批發業,無載具,55607,22955063
2014/3/1,苗栗縣,K,專門營造業,無載具,7,594475
2014/3/1,苗栗縣,K,傳播及節目播送業,無載具,2007,8921248
2014/3/1,苗栗縣,K,個人及家庭用品維修業,無載具,5729,5287564
2014/3/1,臺中市,B,餐飲業,無載具,279169,53588428
2014/3/1,臺中市,B,飲料製造業,無載具,8896,3551568
2014/3/1,臺中市,B,電腦、電子產品及光學製品製造業,無載具,2,99
2014/3/1,臺中市,B,電信業,無載具,30772,54120562
2014/3/1,臺中市,B,零售業,無載具,34497285,8571166089
2014/3/1,臺中市,B,陸上運輸業,無載具,23816,5557305
2014/3/1,臺中市,B,郵政及快遞業,無載具,6373,2273844
2014/3/1,臺中市,B,運輸輔助業,無載具,9178,3245314
2014/3/1,臺中市,B,運動、娛樂及休閒服務業,無載具,35634,45975301
2014/3/1,臺中市,B,資料處理及資訊供應服務業,無載具,5206,3093449
2014/3/1,臺中市,B,紡織業,無載具,35,167126
2014/3/1,臺中市,B,租賃業,無載具,8010,8907105
2014/3/1,臺中市,B,石油及煤製品製造業,無載具,306033,147565360
2014/3/1,臺中市,B,未分類其他服務業,無載具,705,1545943
2014/3/1,臺中市,B,批發業,無載具,413239,239233450
2014/3/1,臺中市,B,影片服務、聲音錄製及音樂出版業,無載具,20156,2137055
2014/3/1,臺中市,B,專門設計服務業,無載具,50,116351
2014/3/1,臺中市,B,專門營造業,無載具,866,2567034
2014/3/1,臺中市,B,印刷及資料儲存媒體複製業,無載具,45,32698
2014/3/1,臺中市,B,出版業,無載具,391,120268
2014/3/1,臺中市,B,其他製造業,無載具,7,8372
2014/3/1,臺中市,B,其他專業、科學及技術服務業,無載具,166,8788165
2014/3/1,臺中市,B,傳播及節目播送業,無載具,7548,35466435
2014/3/1,臺中市,B,個人及家庭用品維修業,無載具,16403,48476779
2014/3/1,臺中市,B,企業總管理機構及管理顧問業,無載具,69,3752899
2014/2/1,高雄市,E,餐飲業,使用載具,1616,242246
2014/2/1,高雄市,E,電信業,使用載具,59025,21197431
2014/2/1,高雄市,E,零售業,使用載具,952681,231625454
2014/2/1,高雄市,E,陸上運輸業,使用載具,3935,702331
2014/2/1,高雄市,E,郵政及快遞業,使用載具,45559,6360695
2014/2/1,高雄市,E,運輸輔助業,使用載具,4181,571231
2014/2/1,高雄市,E,運動、娛樂及休閒服務業,使用載具,109,17551
2014/2/1,高雄市,E,資料處理及資訊供應服務業,使用載具,1961,2293607
2014/2/1,高雄市,E,機械設備製造業,使用載具,57,210179
2014/2/1,高雄市,E,批發業,使用載具,12195,10405660
2014/2/1,高雄市,E,成衣及服飾品製造業,使用載具,1,799
2014/2/1,高雄市,E,影片服務、聲音錄製及音樂出版業,使用載具,43,1980
2014/2/1,高雄市,E,化學製品製造業,使用載具,14,14078
2014/2/1,高雄市,E,化學材料製造業,使用載具,7870,4857681
2014/2/1,高雄市,E,傳播及節目播送業,使用載具,344494,315778663
2014/2/1,高雄市,E,個人及家庭用品維修業,使用載具,99,60309
2014/2/1,高雄市,E,保險業,使用載具,191,309250
2014/2/1,高雄市,E,企業總管理機構及管理顧問業,使用載具,49,298187
2014/2/1,臺北市,A,餐飲業,使用載具,8411,1907275
2014/2/1,臺北市,A,飲料製造業,使用載具,1,261
2014/2/1,臺北市,A,食品製造業,使用載具,5,488
2014/2/1,臺北市,A,電腦系統設計服務業,使用載具,17527,47000729
2014/2/1,臺北市,A,電子零組件製造業,使用載具,2319,3839706
2014/2/1,臺北市,A,電力及燃氣供應業,使用載具,71,36257
2014/2/1,臺北市,A,電信業,使用載具,717595,476418207
2014/2/1,臺北市,A,零售業,使用載具,4350175,2206721561
2014/2/1,臺北市,A,陸上運輸業,使用載具,9524,1414058
2014/2/1,臺北市,A,金融中介業,使用載具,133,15935
2014/2/1,臺北市,A,郵政及快遞業,使用載具,4114,623852
2014/2/1,臺北市,A,運輸輔助業,使用載具,11159,30698471
2014/2/1,臺北市,A,運動、娛樂及休閒服務業,使用載具,1058,77458
2014/2/1,臺北市,A,資料處理及資訊供應服務業,使用載具,2716030,1912847954
2014/2/1,臺北市,A,證券期貨及其他金融業,使用載具,343356,260647518
2014/2/1,臺北市,A,航空運輸業,使用載具,10,12298
2014/2/1,臺北市,A,租賃業,使用載具,1,450
2014/2/1,臺北市,A,石油及煤製品製造業,使用載具,41,12876
2014/2/1,臺北市,A,污染整治業,使用載具,13,4079
2014/2/1,臺北市,A,未分類其他服務業,使用載具,81809,213149221
2014/2/1,臺北市,A,批發業,使用載具,566105,420972821
2014/2/1,臺北市,A,影片服務、聲音錄製及音樂出版業,使用載具,946501,1717106816
2014/2/1,臺北市,A,建築、工程服務及技術檢測、分析服務業,使用載具,2,4156
2014/2/1,臺北市,A,廣告業及市場研究業,使用載具,54394,43590688
2014/2/1,臺北市,A,廢棄物清除、處理及資源回收業,使用載具,82,14209
2014/2/1,臺北市,A,專門設計服務業,使用載具,1601,6206897
2014/2/1,臺北市,A,專門營造業,使用載具,45743,62043590
2014/2/1,臺北市,A,化學製品製造業,使用載具,92,82277
2014/2/1,臺北市,A,出版業,使用載具,3433,9988632
2014/2/1,臺北市,A,傳播及節目播送業,使用載具,192425,275725777
2014/2/1,臺北市,A,個人及家庭用品維修業,使用載具,295,155650
2014/2/1,臺北市,A,保險業,使用載具,1541,986240
2014/2/1,臺北市,A,住宿服務業,使用載具,1,1240
2014/2/1,臺北市,A,企業總管理機構及管理顧問業,使用載具,3004,5477502
2014/2/1,臺北市,A,不動產開發業,使用載具,1032,13039802
2014/2/1,澎湖縣,X,餐飲業,使用載具,176,30449
2014/2/1,澎湖縣,X,電信業,使用載具,2527,834914
2014/2/1,澎湖縣,X,零售業,使用載具,46878,10090774
2014/2/1,澎湖縣,X,陸上運輸業,使用載具,8711,2034200
2014/2/1,臺東縣,V,餐飲業,使用載具,1,46
2014/2/1,臺東縣,V,電信業,使用載具,5470,1534277
2014/2/1,臺東縣,V,零售業,使用載具,98941,22875816
2014/2/1,臺東縣,V,郵政及快遞業,使用載具,30869,4182497
2014/2/1,臺東縣,V,運動、娛樂及休閒服務業,使用載具,134,10389
2014/2/1,臺東縣,V,批發業,使用載具,1694,1515683
2014/2/1,臺東縣,V,倉儲業,使用載具,10,7933
2014/2/1,屏東縣,T,餐飲業,使用載具,316,40129
2014/2/1,屏東縣,T,電信業,使用載具,14421,4151313
2014/2/1,屏東縣,T,零售業,使用載具,235795,55116887
2014/2/1,屏東縣,T,陸上運輸業,使用載具,30211,4136300
2014/2/1,屏東縣,T,郵政及快遞業,使用載具,5656,813505
2014/2/1,屏東縣,T,研究發展服務業,使用載具,6,1983160
2014/2/1,屏東縣,T,石油及煤製品製造業,使用載具,64,27955
2014/2/1,屏東縣,T,批發業,使用載具,17021,15686557
2014/2/1,屏東縣,T,化學製品製造業,使用載具,439,493957
2014/2/1,屏東縣,T,傳播及節目播送業,使用載具,125317,78687684
2014/2/1,屏東縣,T,個人及家庭用品維修業,使用載具,193,140554
2014/2/1,嘉義縣,Q,餐飲業,使用載具,304,49288
2014/2/1,嘉義縣,Q,非金屬礦物製品製造業,使用載具,2297,1489579
2014/2/1,嘉義縣,Q,零售業,使用載具,148196,22585191
2014/2/1,嘉義縣,Q,陸上運輸業,使用載具,18071,2701135
2014/2/1,嘉義縣,Q,郵政及快遞業,使用載具,11396,1771640
2014/2/1,嘉義縣,Q,批發業,使用載具,6184,11776250
2014/2/1,嘉義縣,Q,化學材料製造業,使用載具,569,516782
2014/2/1,嘉義縣,Q,傳播及節目播送業,使用載具,9547,15123030
2014/2/1,嘉義市,I,餐飲業,使用載具,16849,11894911
2014/2/1,嘉義市,I,電信業,使用載具,17320,5444388
2014/2/1,嘉義市,I,零售業,使用載具,119746,24648820
2014/2/1,嘉義市,I,郵政及快遞業,使用載具,7669,1050290
2014/2/1,嘉義市,I,批發業,使用載具,33418,27743257
2014/2/1,嘉義市,I,專門設計服務業,使用載具,1000,1101514
2014/2/1,臺南市,D,餐飲業,使用載具,1244,163834
2014/2/1,臺南市,D,飲料製造業,使用載具,1,180
2014/2/1,臺南市,D,電信業,使用載具,29713,9803671
2014/2/1,臺南市,D,零售業,使用載具,871980,103050045
2014/2/1,臺南市,D,陸上運輸業,使用載具,15515,2254964
2014/2/1,臺南市,D,郵政及快遞業,使用載具,19911,2853205
2014/2/1,臺南市,D,運輸輔助業,使用載具,10851,1199085
2014/2/1,臺南市,D,運動、娛樂及休閒服務業,使用載具,231,22005
2014/2/1,臺南市,D,批發業,使用載具,13349,16201009
2014/2/1,臺南市,D,影片服務、聲音錄製及音樂出版業,使用載具,13,680
2014/2/1,臺南市,D,出版業,使用載具,31150,40613413
2014/2/1,臺南市,D,傳播及節目播送業,使用載具,147275,126586757
2014/2/1,臺南市,D,個人及家庭用品維修業,使用載具,151,94770
2014/2/1,臺南市,D,人力仲介及供應業,使用載具,1646,167368
2014/2/1,連江縣,Z,電信業,使用載具,569,322448
2014/2/1,連江縣,Z,零售業,使用載具,30486,4114028
2014/2/1,金門縣,W,餐飲業,使用載具,115,11180
2014/2/1,金門縣,W,電信業,使用載具,1949,760514
2014/2/1,金門縣,W,零售業,使用載具,35511,4455912
2014/2/1,金門縣,W,資料處理及資訊供應服務業,使用載具,5717,1113160
2014/2/1,花蓮縣,U,餐飲業,使用載具,10,985
2014/2/1,花蓮縣,U,電信業,使用載具,11541,3470722
2014/2/1,花蓮縣,U,零售業,使用載具,146607,28588282
2014/2/1,花蓮縣,U,陸上運輸業,使用載具,14375,2438592
2014/2/1,花蓮縣,U,運動、娛樂及休閒服務業,使用載具,1,1966
2014/2/1,花蓮縣,U,石油及煤製品製造業,使用載具,11,4172
2014/2/1,花蓮縣,U,批發業,使用載具,460,1361661
2014/2/1,新竹市,O,餐飲業,使用載具,157,20326
2014/2/1,新竹市,O,電信業,使用載具,32533,10092521
2014/2/1,新竹市,O,零售業,使用載具,526413,55942619
2014/2/1,新竹市,O,郵政及快遞業,使用載具,2579,420987
2014/2/1,新竹市,O,運動、娛樂及休閒服務業,使用載具,30,2765
2014/2/1,新竹市,O,石油及煤製品製造業,使用載具,85,55402
2014/2/1,新竹市,O,批發業,使用載具,6941,945723
2014/2/1,新竹市,O,影片服務、聲音錄製及音樂出版業,使用載具,39,1580
2014/2/1,新竹市,O,專門設計服務業,使用載具,717,524006
2014/2/1,新竹市,O,傳播及節目播送業,使用載具,51851,62113955
2014/2/1,新竹市,O,個人及家庭用品維修業,使用載具,71,47520
2014/2/1,新竹縣,J,餐飲業,使用載具,100,13193
2014/2/1,新竹縣,J,電信業,使用載具,4836,6384675
2014/2/1,新竹縣,J,零售業,使用載具,483271,49355198
2014/2/1,新竹縣,J,陸上運輸業,使用載具,1657,254700
2014/2/1,新竹縣,J,運輸輔助業,使用載具,1195,183789
2014/2/1,新竹縣,J,石油及煤製品製造業,使用載具,30,16606
2014/2/1,新竹縣,J,批發業,使用載具,236,356248
2014/2/1,新竹縣,J,傳播及節目播送業,使用載具,30445,40607819
2014/2/1,新竹縣,J,人力仲介及供應業,使用載具,1931,197127
2014/2/1,桃園市,H,餐飲業,使用載具,2561,1696149
2014/2/1,桃園市,H,食品製造業,使用載具,63,8005
2014/2/1,桃園市,H,非金屬礦物製品製造業,使用載具,22,38262
2014/2/1,桃園市,H,電腦、電子產品及光學製品製造業,使用載具,12,5220
2014/2/1,桃園市,H,電子零組件製造業,使用載具,10152,6486324
2014/2/1,桃園市,H,電信業,使用載具,8988,11950928
2014/2/1,桃園市,H,零售業,使用載具,1519247,377683403
2014/2/1,桃園市,H,陸上運輸業,使用載具,3752,665758
2014/2/1,桃園市,H,郵政及快遞業,使用載具,3039,511822
2014/2/1,桃園市,H,運輸輔助業,使用載具,1275,228787
2014/2/1,桃園市,H,運動、娛樂及休閒服務業,使用載具,7,2432
2014/2/1,桃園市,H,資料處理及資訊供應服務業,使用載具,7669,4109531
2014/2/1,桃園市,H,航空運輸業,使用載具,1,200
2014/2/1,桃園市,H,批發業,使用載具,2896,810082
2014/2/1,桃園市,H,專門設計服務業,使用載具,1181,289933
2014/2/1,桃園市,H,專門營造業,使用載具,52514,17816854
2014/2/1,桃園市,H,印刷及資料儲存媒體複製業,使用載具,784,556214
2014/2/1,桃園市,H,其他專業、科學及技術服務業,使用載具,810,62317
2014/2/1,桃園市,H,傳播及節目播送業,使用載具,153019,186536721
2014/2/1,桃園市,H,個人及家庭用品維修業,使用載具,35,26323
2014/2/1,桃園市,H,倉儲業,使用載具,1390,245743
2014/2/1,桃園市,H,人力仲介及供應業,使用載具,1304,119083
2014/2/1,宜蘭縣,G,餐飲業,使用載具,57,7137
2014/2/1,宜蘭縣,G,飲料製造業,使用載具,2,1280
2014/2/1,宜蘭縣,G,電信業,使用載具,9819,3075960
2014/2/1,宜蘭縣,G,零售業,使用載具,162577,21535887
2014/2/1,宜蘭縣,G,郵政及快遞業,使用載具,6379,1015173
2014/2/1,宜蘭縣,G,運動、娛樂及休閒服務業,使用載具,170,11364
2014/2/1,宜蘭縣,G,紡織業,使用載具,19,4750
2014/2/1,宜蘭縣,G,批發業,使用載具,4782,6272887
2014/2/1,宜蘭縣,G,化學製品製造業,使用載具,74,89251
2014/2/1,宜蘭縣,G,化學材料製造業,使用載具,331,88026
2014/2/1,宜蘭縣,G,傳播及節目播送業,使用載具,48971,45488409
2014/2/1,宜蘭縣,G,人力仲介及供應業,使用載具,908,96779
2014/2/1,新北市,F,餐飲業,使用載具,2316,300475
2014/2/1,新北市,F,非金屬礦物製品製造業,使用載具,30,55472
2014/2/1,新北市,F,電腦系統設計服務業,使用載具,61,72023
2014/2/1,新北市,F,電腦、電子產品及光學製品製造業,使用載具,31,50336
2014/2/1,新北市,F,電子零組件製造業,使用載具,571,839486
2014/2/1,新北市,F,電力設備製造業,使用載具,89,280847
2014/2/1,新北市,F,電信業,使用載具,73011,24187099
2014/2/1,新北市,F,零售業,使用載具,2727282,943608069
2014/2/1,新北市,F,陸上運輸業,使用載具,6852,1157094
2014/2/1,新北市,F,郵政及快遞業,使用載具,6362,1109018
2014/2/1,新北市,F,運輸輔助業,使用載具,5180,3809209
2014/2/1,新北市,F,運動、娛樂及休閒服務業,使用載具,2418,163667
2014/2/1,新北市,F,資料處理及資訊供應服務業,使用載具,114455,62337266
2014/2/1,新北市,F,紡織業,使用載具,8460,9821193
2014/2/1,新北市,F,石油及煤製品製造業,使用載具,164,57270
2014/2/1,新北市,F,石油及天然氣礦業,使用載具,117,39865
2014/2/1,新北市,F,機械設備製造業,使用載具,33,76067
2014/2/1,新北市,F,業務及辦公室支援服務業,使用載具,2,72
2014/2/1,新北市,F,批發業,使用載具,155932,110357712
2014/2/1,新北市,F,影片服務、聲音錄製及音樂出版業,使用載具,50,2020
2014/2/1,新北市,F,建築、工程服務及技術檢測、分析服務業,使用載具,253,185559
2014/2/1,新北市,F,專門設計服務業,使用載具,241,166531
2014/2/1,新北市,F,塑膠製品製造業,使用載具,1896,2015423
2014/2/1,新北市,F,出版業,使用載具,67384,111456440
2014/2/1,新北市,F,傳播及節目播送業,使用載具,336729,394652064
2014/2/1,新北市,F,人力仲介及供應業,使用載具,24318,1878823
2014/2/1,基隆市,C,餐飲業,使用載具,59,7138
2014/2/1,基隆市,C,電信業,使用載具,17625,5829223
2014/2/1,基隆市,C,零售業,使用載具,155183,18932844
2014/2/1,基隆市,C,陸上運輸業,使用載具,5847,955435
2014/2/1,基隆市,C,運動、娛樂及休閒服務業,使用載具,1,75
2014/2/1,基隆市,C,石油及煤製品製造業,使用載具,4,2143
2014/2/1,基隆市,C,批發業,使用載具,2633,791036
2014/2/1,基隆市,C,傳播及節目播送業,使用載具,26511,41793975
2014/2/1,基隆市,C,個人及家庭用品維修業,使用載具,4,2000
2014/2/1,雲林縣,P,餐飲業,使用載具,247,32666
2014/2/1,雲林縣,P,電信業,使用載具,12721,3718785
2014/2/1,雲林縣,P,零售業,使用載具,203518,34976035
2014/2/1,雲林縣,P,陸上運輸業,使用載具,3587,605700
2014/2/1,雲林縣,P,運輸輔助業,使用載具,3951,650603
2014/2/1,雲林縣,P,運動、娛樂及休閒服務業,使用載具,181,10852
2014/2/1,雲林縣,P,石油及煤製品製造業,使用載具,3956,1001525
2014/2/1,雲林縣,P,石油及天然氣礦業,使用載具,38,9470
2014/2/1,雲林縣,P,批發業,使用載具,11732,22625320
2014/2/1,雲林縣,P,化學材料製造業,使用載具,1936,493560
2014/2/1,雲林縣,P,傳播及節目播送業,使用載具,18576,20516046
2014/2/1,彰化縣,N,餐飲業,使用載具,590,92537
2014/2/1,彰化縣,N,電信業,使用載具,74484,59468301
2014/2/1,彰化縣,N,零售業,使用載具,410454,96296530
2014/2/1,彰化縣,N,陸上運輸業,使用載具,4807,802937
2014/2/1,彰化縣,N,郵政及快遞業,使用載具,1433,241565
2014/2/1,彰化縣,N,運輸輔助業,使用載具,3967,649095
2014/2/1,彰化縣,N,運動、娛樂及休閒服務業,使用載具,258,19506
2014/2/1,彰化縣,N,批發業,使用載具,9539,20296360
2014/2/1,彰化縣,N,化學材料製造業,使用載具,420,210000
2014/2/1,彰化縣,N,傳播及節目播送業,使用載具,44788,49124417
2014/2/1,彰化縣,N,人力仲介及供應業,使用載具,2465,1172979
